timestamp,lambda_est,forecast_start,forecast_end,mild_events,extreme_events
2025-11-12 10:50:52,0.3513513513513513,2026,2040,82,85
2025-11-12 10:51:09,0.3513513513513513,2026,2040,82,85
2025-11-12 10:54:34,0.3513513513513513,2026,2040,82,85
2025-11-12 11:15:13,0.3513513513513513,2026,2040,82,85
2025-11-12 11:25:12,0.35135135135135137,2026,2040,82,85
